party,work_for
Suomen Keskusta,koko suome voimavar on otettav käytö ja aluepolitiik on terävöitettäv koko suome edu suome tulevaisuus vaati viisaamp perhepolitiik turv infr terveys ja koulutus kuuluv kaikia
Kansallinen Kokoomus,työllisyys yrittäjyys lap ja lappilaist hyvinvoint ova minu tärk teemo
Perussuomalaiset,työsark on palj yrittämin on saatav kannattav omaishoitajuus on nostettav arvo ja todellis vaihtoehdo laitoshoido ampumaaselak on otettav uute käsittelyy nuort tulevaisuus on turvattav ja oikeusjärjestelm uudistettav
Kansallinen Kokoomus,kasvu on tulev eduskun ja hallituks tärk tavoit julkin val ei luo kasvu mut se voi rakent kasvu edistäv puit työvoim tarjon lisäämin edist kasvu työvoim saada lisä tekem työn vastaanottamis ja lisätyö tekemis aina kannattav myös maahanmuuto lisäämin on oleel sääntely purkam voida parant yrityst kilpailukyky ja site lisä työpaiko hyvä sääntely on kykenemätön ennakoim kehittyv teknologia mahdollisuuks luoda kasvu ja lisä hyvinvoint palvelual kärsiv täl hetk enit liian tiuka sääntely kaik sääntely ei ole turh mut sääntely rajoit aina enem mahdollisuuks kuin luo niitä työ muutu mone tava asiantuntijatyö muuttuv työpaiko työtehtäv etätyö yleistyy palkkausmal uudistuv ja työaja muuttuv ent joustav nykyin työlainsäädäntö ei ole pysyny työn käsit muutoks perä lainsäädänö on tehtäv joustav erilais työn muodo huomio ottav maahanmuuto lisäämin tule olem kohtalo kysymys siihe mite nopeast ja kestäv talout kasv maahanmuuto lisä meidä hyvinvoint ei jaa olemassaolev useamp osa tarvits lisä työikäis käsipar hyvinvointivaltio toimi jos se kohdist auttamisvoim kaik heikoim asem olev heikoimp tukemin on kansantaloudellis kannattav ja inhimillis kestäv menestyäks suomi tarvits kaik tääl asuv osallis yhteiskun sosiaaliturvajärjestelm pitäi uudist ottam käytö perustulo se yksikertaistai byrokratia teki työn vastaanottamis aina kannattav ja sosiaaliturv joustav perustulo oli myös yrittäjyyt kannustav mal joka parantai yrittäj sosiaaliturv
Kansallinen Kokoomus,talouskasvu työpaiko lisääm ja turvallisuut laadukas koulutus ja ympäristö eritot itämer puhtaus ova lähe sydän
Perussuomalaiset,halua edist yhteis itäsuom kehittäm tähä tarv yht työllisyys koulutus elinkeino ja liikennepolitiik
Suomen Kristillisdemokraatit (KD),suome valtiotaloud tervehdyttäm vanhust hyvinvoint rauha ja yleis järjestyks säilym
Suomen Keskusta,halua toim työllisyyd biotaloud tasapainois kasvu kestäv kehityks suvaitsevaisuud sekä monipuolis sivistyks ja kulttuur puole
Kansallinen Kokoomus,turvallisuus kuulu meil kaik rikollisuus saa jatkuv uus muoto ja siks sisäis turvallisuud valvon pitä panost poliis kenttätyö kaut ole nähny eläm haavoittuvuud ja se on tuonu nöyrä asent eläm arj turvallisuud ete pitä tehd työtä last ja nuort hyvinvoin em voi tink varhais puuttumis keino on etsittäv ja töitä tos tehtäv myös viranomaist yhteistyö tule jouhevoit kun last ja nuort etu sitä vaati kaike työnteo on oltav kannatettav ahkeruut ja yritteliäisyyt pitä tuke
Vihreä liitto,eduskun ajais erityis maaseudu elinkeino etu sekä edistäis ympäristö ja ilmastoteknologio luontomatkailu ja biotalout näil suome talous saada nousu
Suomen Kristillisdemokraatit (KD),eduskun halua aja yrittäjyyd taloud turvallisuud ja terveyd teemo ja puolust kristillis arvo sekä nuort ja lapsiperh asem
Vihreä liitto,työtä ja terv koulu taistel koulu ja last avoimuud inhimillis vanhuud kestäv työpaiko sekä ilmastonmuutoks torjun puole
Vasemmistoliitto,halua toim rauha rehellis työn ja reilu tulevaisuud puole halua turv paasikivenkekkos linj perint pohjaav ulkopolitiik jatkuvuud ja säilyt isie rakentam suomalais hyvinvointivaltio suome tule eutaso est myös ttipvapaakauppasopimuks toteutumin joka on yks sekä euroop et suome kohtalonkysymyks
Vasemmistoliitto,tärkein on taloud elvytys meidä tule tehd investoint julkis rakennuks jotk ova homehtum samo tieja rautatieyhteyd on laitettav kunto tämä on sekä elvyty et säästö alentuv työttömyyd johdo halua ol myös takaam etei mahdollis leikkauks kohdistu kaik heikoimp kansanos kute eläkel työttöm ja opiskelij pitkäaikaisj nuorisotyöttömyys tule saada kur onnistun palkkatukipolitiik vanhust ja lapsiperh asem ei pidä heikent vaan päinvasto sisistysvaltio pitä ensisij näis ihmisryhm huol työntekijö asem ja oikeuks ei tule heikent vaan päinvasto parant pienyrittäjyyt tule tuke saattam heidä sosiaaliturv kohtuuhin ja ilm turh byrokratia palkansaaj taso samo arvonlisäverovelvollisuud alaraj on tuntuv nostettav jot helpo yrittämis alkuvaih omaishoito on tunnustettav viime kuno ja heil on annettav kuno korvaus mut en kaik taattav vapaajärjestely
Suomen Kristillisdemokraatit (KD),tulontasauks epäkoht poisto harm taloud ja poliittisentaloudellis korruptio kitkemin poliis ja puolustusvoim lisä resurs yksityistämis hidastamin terveydenhuolo ja vanhuspalvelu resurs last suojelu
Suomen Keskusta,halua edist kestäv kehity ja pienituloist asem parantam
Vihreä liitto,poliittin paino vasem kolmikan lähituotano ja demokratia ylös palaut työn ja yrittämis arvostus toteut perustulo tai kansalaispalk uudist hallintojenkehityks ohjaus
Suomen Keskusta,maahanmuuttaj kotoutus ja suomalais kulttuurinopetus pienyrittäj asem parantamin nuort syrjäytymis ehkäisemin
Suomen Keskusta,halua edist rakent uudistam ja yrittäjämyönteisyyt vain yrittäjyyd ja uus työpaiko avu pysty säilyttäm suomalais hyvinvointiyhteiskun
Suomen Kristillisdemokraatit (KD),byrokratia purkamin perustoimeentulo tiel ilmain koulutus ja terveydenhuolto osaaikais työn opiskelu ja yrittämis mahdollistamin kaik näide edistämis oli lupaav keino kaik jaettav perustulo
Suomen Keskusta,elinkeinoeläm kilpailukyvy turvaamin koko suome elinvoimaisuud ete teen työtä byrokratia vähentämin
Suomen Keskusta,halua edist paremp johtajuut ja nopeamp päätöksenteko lisä teen kaik et eduskun keskityy suome kilpailukyvy kan olen asio
Perussuomalaiset,last ja nuort hyvinvoint vanhust ja veteraan kohtelu ja kuntoutu suome sisä ja ulko turvallisuut liikent tulevaisuut
Suomen Kristillisdemokraatit (KD),halua edist hyvä vanhustenhoito korkeataso koulutu työllisyyd parantam luono säästäm
Suomen Keskusta,200 000 uut työpaik ja kannattav yrittäjyys joustav ja turvatu toimeentulo saavutettav koulutusjärjestelm energiaremont
Perussuomalaiset,sosiaalipolitiik kohenu teide kunnossapido paranu
Vihreä liitto,aion puolust lumis talv ja lap matkailu halua siis panost ilmastokriis vastais työhö tahdo uudist vaalil ja parant kansanvalt edist mielenterveyt ja hyvinvoint
Suomen Keskusta,erityis sos ja terveydenhuolto se pitä saada toimiv kireä taloud huolimat pitä turv ihmisarvo niil jotk eivä its hallits elämäntilan esim köyhä lapsiperh saira vanhuks syrjäytyn työttöm päihdeongelmais ja heidä perh kaik laps tule turv kasvuympäristö jos on mahdol kasv itsenäis ja terv yhteiskun jäsen
Vihreä liitto,ote ilmastonmuutos vakav energia tuule ja auringo myös varasto verotuks painopist työs luonnonvaro
Suomen Kristillisdemokraatit (KD),tavoit on turvallin yhteiskun jos kene ei tarvits ol yks perh tueta varhais vaihe sil se tuo parh tuloks pient yrityst työllistämismahdollisuuks pyr helpottam
Vasemmistoliitto,tärk as on eriarvoisuud ja tuloero kasvu pysäyttämin talouspolitiik suun muutaamin nykyis leikkav politiik elvyttäv politiik
Perussuomalaiset,oma taus kaut tärkeim asio muodostuv tietoyhteiskuntaasio kehittämin pölyttyn rakent uudistamin ja yrittäjyyt koskev sääntely mittav karsimin
Suomen Keskusta,halua suome uute nousu edistäm vhreää kasvu ja biotalout tämä luo työpaiko ja talouskasvu suome
Suomen Keskusta,kainu eduskun teemo työ turv ja tulevaisuus uus työpaiko luomin m biotaloud sektor luo uut kasvu ja innovaatio on kehitettäv oppisopimuskoulutu ja lisättäv nuort työhö valmenu ikäihmist huolenpitolupaus on pidettäv ihmist turvallisuus tule taata koko suome mahdollistam sosiaal ja terveyspalvelu lähe kansal suome tulevaisuus rakentu vahvo maakunt jalust toimiv infrastruktuur tietoliik ja tieyhteyks ja laaja koulutusmahdollisuud koko suome luova työtä turv ja tulevaisuut
Suomen Sosialidemokraattinen Puolue,työttömyys on suur sosiaalin ongelm eikä täs alho nous ilm et valtio pystyy tekem kasvu ruokkiv rakennemuutoks ja investoim tulevaisuud kasvualo kehittymis lisä koulutuks ja liikenneinfr suome menestyks taka on kork koulutustaso sekä tasaarvoin yhteiskun kaik sektor keskeisin on pitä nois arvo kiin sekä uudist julkis palvelu vastaam digitaalis maailm vaatimuks
Perussuomalaiset,asia on laitettav tärkeysjärjestyks suomalaist hyvinvoint ja inhimillin kohtelu tasavertais on kaike yd sen ylläpitämis on saatav talous ja työllisyys kasvu suomal työtä ja yrittäm on tuettav byrokratia ja julkishallinto purettav ja maahanmuuto kustannuks karsittav suomalaist hyvinvoint on huolestuttav tila siitä ei voida enä sääst jokain ansaits ihmisarvois eläm ikä sukupuol terveydentil ja asem katsomat pirkanm ansaits sisäm kehittyv keskuks enem huomio ja resurs valtio maam ei pysy elinvoimais ja kehity keskittäm kehäkolmos sisä
Suomen Kristillisdemokraatit (KD),nuoriso ja perh ongelm ehkäiseväänkorjaav työhö satsattav määrällis ja laadullis vanhust eläm ja arvo säilytettäv lopu saak kristillin länsimain ja itsenäin ajattelu ja toiminnanvapaus säilytettäv täysimääräis
Kansallinen Kokoomus,yksilönvapaut ja vastu kannustinlouku poistam sosiaaliturv verotuks yksinkertaistam työmarkkino joustavoittam ja edullis asum
Suomen Keskusta,työlainsäädänö saattam tähä päivä työpaiko lisääm kotim energiatuotanto tuontienergia sija rajoittav säädöst purkam last ja perh asem its huolehtimis ja vastuunoto merkity kestäv kehity
Suomen Sosialidemokraattinen Puolue,perhepolitiik ja ihmist hyvinvoint on nostettav päätöksenteo keskiö me em saa tink vanhuspalvelul asettam tavoit meidä on saatav uusi nyky vahvemp omaishoitolainsäädäntö turvaam omaishoitaj oikeusturv ja jaksam tahdo myös jatk työtä yks asuv ihmist asem parantamis meidä on uudistettav peruskoulu tähä päivä ja taattav jokais laaduk jatkoopintomahdollisuud ja polku työeläm
Suomen Sosialidemokraattinen Puolue,työttömyyd vähentäm oikeudenmukaisuut työeläm koulutus ja osaamin
Suomen Sosialidemokraattinen Puolue,hyvinvointiyhteiskun kehitystaso mita siitä kuink se huoleht heikom täs suht suome kehityssuun on käännettäv
Vihreä liitto,halua edist ympäristö ja luono suojelu muuttam arvomaailm niin et talouskasvu tapahtu ympäristö luono ja ihmist ehdo ei niitä tuhot halua parant kyberturvallisuut mut halua tehd sen rikkomat yksityisyyd suoja sekä eettis ja moraalis oike halua poist koulutusmal välivuos rankaisemin ja opiskeluvuos rajoittamis opiskelu pitä jatko ol maksuton halua parant työntekijö asem antam ammattiyhdistyks joukkokanneoikeud sekä päivittäm ytlak irtisanomisl oikea yhteistoimintal suun
Suomen Keskusta,poliisitau kaut tiedä et meil on hyvä laki joka ei kuite aina toimi rangaistuks teon mukais ja ymmäry lähin rikoks uhr latu eikä umpihank tavallis ihmis työtä työttöm
Suomen Kristillisdemokraatit (KD),perh hyvinvoint laaduk koulutu ja terveyd edistäm
Perussuomalaiset,asumis hin alas vuokr seis
Vasemmistoliitto,työn tekemis ehto lapsiperh arj sujum nuort syrjäytymis ehkäisy ja ihmisarvo kunnioittav vanhuut
Vihreä liitto,halua edist uusiutuv ja hajautetu energiantuotano asia myös halua edist ekolog rakentam erityis puurakentam koulutuks etu puolustamin on tärkeä
Vasemmistoliitto,leikkaust sija aja työpaiko lisääm investoin puolust ihmisoikeuks esim transl on poistettav ihmisoikeut loukkaav vaatimuks toim ympäristö puole esim koskiensuojelulak ei saa ava ja turp polto on luovuttav hyvinvointivaltio alasaj on lopetettav
Suomen Sosialidemokraattinen Puolue,aluekehitys tiet ja tietoliikennehank tasaarvoin työeläm sekä mahdollisuus elämänikäis oppimis
Kansallinen Kokoomus,työ työ työ meidä kaik hyvinvoint läht suomalais työnteo tämä maan työllisyyt pitä parant ja työllistämis est poist siihe on olem keino
Kansallinen Kokoomus,ole yleispoliitiko jonk suur kiinnostus kohdistu yrittäjyyt koulutuks sisäis ja ulkois turvallisuut sekä ympäristö eduskun ole tehny työtä sekä sivistysvaliokun et ympäristövaliokun
Suomen Kristillisdemokraatit (KD),1 talous lisävelkaantumis saatav stop kosk suomi on vaara ajautu kreika kriisitie työllisyyt parantais työnteo kannustavuut lisääm ja kannustinlouku purkam tuloraj pois opiskelij pieni ja keskituloist työnteo verotu kevennettäv johtajakulttuur uudistettav ja henkilöstö hyvinvoint keskiö 2 yrittäjyys asennemuuto jot menestymin voita nähd positiivis asia yhteiskun yrityks perustamis kannust lisättäv m site et aloittav yrittäj ei heti mene kaik ansaitsemia tuk esim äitiysisyyspäivärah sosiaaliturv yrittäj erityis mikro ja pienyrittäj säännöks purettav joukkorahoitus mahdollis saks mal mukais 3 perh kaike päätöksenteo pohj oltav erityis last oikeud ja näkökulm syntyvyyt parannettav tukem m opiskelev lapsiperh opintotue lapsikorotuks kohtuuhint asumis kaavoitu lisättäv erityis pääkaupunkiseudu perh valinnanvapaud pidettäv kiin perh tukiverko tuotav lähe ihm m lähiyhteisöj kehittäm laps nuore ikäihmis kohtaam toisia nuort pahoinvoint tule puutu koulukiusaamis nollatolerans kur lisä koulu liikuntamahdollisuuks parannettav 4 ihmisoikeud ja turvallisuus jokais taattav ihmisarvoin eläm vihapuh ja työeläm syrjin puututtav systemaattis hyväntekeväisyyt tuettav verohelpotuks potentiaalis terrorism puututtav m verkkovalvont lisääm suome oma puolustus kunto strategis merkittäv alue esim sähköverko tai asevarasto lähe otettav valtio haltu puolustusliito ruots kan ja myöhem tilant rauhoitutu nato täysjäsenyyt harkittav vakav energiaomavaraisuut lisättäv huoltovarmuus taattav mahdollist kriisitilant vara
Vihreä liitto,1 sosiaaliturv udistus kyttäyks kannustav siis perustulo 2 tietoyhteiskun ongelm korjaamin erityis julkis tietojärjestelm 3 kaupunk kehitys 4 tasapuolis ja vihreämp liikennepolitiik 5 päätöksenteo perustamin tutkimustieto niin et päätöst seurauks arvioid jo etukät
Suomen Keskusta,sotepalvelu kunto niin et oma lääkär pääse kolm päivä last nuort ja vanhemmuud tukemin yhteiskun perusluottamuks ja turvallisuud ylläpito työn ja toimeentulo pohj
Perussuomalaiset,kiteytety työyrittäminenvälittämin alue ihmist elinolosuht työtä ja toimeentulo laaduk koulutusjärjestelm turvaamin tieverkosto kunto
Vasemmistoliitto,toim ympäristökriis torjumis ajam uusiutuv energiavallankumou kestäv ruoantuotanto ja ympäristönsuojelu eriarvoisuud vähentämis edist kehityspoliit johdonmukaisuut ja asumis hin laskem lisä halua ekologis ja sosiaalis kestäv elvyttäv talouspolitiik sekä eläint oikeuks tunnustam
Suomen Sosialidemokraattinen Puolue,ravintolaal yks ja pienyrittäj etu
Kansallinen Kokoomus,turvallisuut liittyv kysymyks ova minu tärk työntekemin pitä saada aina kannattav koulutu pitä uudist ja maaseutu pitä huomioid myös päätöksenteo
Vasemmistoliitto,halua aja yhteiskun unohdetu ja heikomp asem parantam työttöm opiskelij ja vanhuks ova puolustaj ansain yhteiskun arvo vain ova koventun niin et näide ryhm ääne jäävä huomioimat
Suomen Kristillisdemokraatit (KD),koulutus kansalaispalk vähäosaist auttamin perh auttamin työttömyyd vähentämin
Vasemmistoliitto,ylläpit ja kehit laaduk ja oikeudenmuk koulutu sekä siihe et suome toteutet perustulokokeilu ensivaalikaud
Perussuomalaiset,yksinkertaist työnyrittämis edellytyks yhteistyö on kaike ava sote ja kuntauudistus
Suomen Kristillisdemokraatit (KD),perh ja last hyvinvoint turvallin ja hyvä ikääntymin sekä hoiva kannustav työeläm ja yrittäjyys
Suomen Keskusta,keskein teema on taloud yrittäjyyd ja työllisyyd edistämin niin et kaik voida turv toimiv hyvinvointipalvelu kute terveys koulutus ja muut peruspalvelu
Suomen Keskusta,koti koulu tulevaisuus kotimaisuus terveydenhuolto
Suomen Keskusta,lapsiperh asem vahvistam koulurau palauttam ja ikäihmist hoido ja reusrs parantam sekä asumis halventum
Vihreä liitto,ynpäristö ja energiaal asiantuntij ajais vars tuuli ja aurinkoenergia kasvattam koulu ova peru jonk pääl hyvinvointivaltio raken talous terveydenhuolto työpaik kaik harrast geopolitiik tunnustais palestiin valtio ja pitäis suome sotilaallis liittoutumattom
Kansallinen Kokoomus,talous työ terveys ja turvallisuus nämä asia keskeis ja vaativ päättäj rohkeut ja monipuolisuut ei yhd asia ihmis eduskun ei men opiskelem siel pitä jo osa
Vasemmistoliitto,eriarvoisuud vähentämin joka suht on tärk as se tarkoit tulo ja terveysero kaventav politiik perusturv huolehtim ja työpaiko lisääm kokonaiskysynt kasvattam
Vasemmistoliitto,usko solidaarisuut vapaut ja tasaarvo tärk teema on järkev koulutuspolitiik nykyaikais ja tasaarvois koulutusjärjestelm pide huoli sekä ihmis et suome taloud suome on kokeiltav perustulo ja pyrittäv vähentäm tuloero
Suomen Kristillisdemokraatit (KD),halua edist sosiaal ja terveyspalvelu saam lähipalvelu ja panost nuort ja last hyvinvoint esimerk koulukiusaamis estämis aja avioliito säilym miehe ja naise välis liito ja suome puolustuskyvy vahvistam
