party,work_for
Suomen Sosialidemokraattinen Puolue,Vähemmistöjen oikeuksien tulee toteutua. Julkisiin palveluihin on panostettava. Koulutuksen on oltava maksutonta ja liikuntapolitiikan tulee näkyä jokaisella sektorilla poikkileikkaavasti. Yrittäjien sosiaaliturvaa tulee parantaa. Eutanasia on laillistettava.
Suomen Kristillisdemokraatit (KD),"Haluan ajaa lasten ja perheiden hyvinvointiin vaikuttavia asioita, ennaltaehkäiseviä toimenpiteitä painottaen. Haluan ajaa pienyrittäjien etuja kymmenen vuoden yrittäjäkokemuksella. Haluan toimia sen eteen, että Jumalan sanan mukaisuus ja  kristilliset arvot voivat olla päätöksenteon perustana."
Vihreä liitto,"Yksi suomalaisen yhteiskunnan hienoimmista tavoitteista on se, ettei ketään jätetä ulkopuolelle. Olemme rakentaneet hyvinvointivaltion varmistamaan, että jokaisella on mahdollisuus tavoitella onnellisuutta ja osallistua. Haluan tehdä töitä sen eteen, että näin on myös tulevaisuudessa.    Haluan pysäyttää ilmastonmuutoksen, rakentaa toimivia kaupunkeja, raivata tilaa uuden luomiselle, lisätä päätöksenteon avoimuutta sekä pitää huolta luonnosta ja ihmisistä. Erityisesti palan halusta työskennellä koulutuksen ja nuorten, teknologian ja terveyden sekä tasa-arvon ja työn puolesta:     1. Koulutus ja tutkimus rakentavat osaamisen lisäksi myös tasa-arvoa ja työtä. Pidetään kiinni maksuttomasta koulutuksesta ja hyvistä opettajista, taataan jokaiselle jatkopolku peruskoulun jälkeen ja uudistetaan koulu vastaamaan tulevaisuuden haasteisiin.    2. On aika purkaa työelämän kynnykset ja lasikatot. Vinhaa vauhtia uudistuvassa työelämässä tarvitaan uudenlaista turvaa ja osaamista sekä tekoja tasa-arvon puolesta.    3. Tulevaisuuden hyvinvointi edellyttää uusia tapoja toimia ja ajatella. Vapautetaan aikaa inhimilliselle hoivalle hyödyntämällä teknologiaa ja panostamalla ennaltaehkäisyyn.    4. Sisältöjen lisäksi tärkeää on myös tapa, jolla yhteisiä asioita hoidetaan. Haluan korjata politiikan: lisätä avoimuutta ja edistää johdonmukaista, tietoon perustuvaa päätöksentekoa."
Vasemmistoliitto,"Haluan pysäyttää eriarvoistumisen ja tuloerojen kasvun. Haluan uudelleen rakentaa hyvinvointivaltion. Tähän on varaa jos vain halutaan. Talouspolitiikan suunta pitää kääntää: tarvitaan elvyttäviä investointeja, oikeudenmukainen verouudistus ja harmaan talouden torjuntaa."
Kansallinen Kokoomus,"Haluan olla Kouvolan ja koko Kymenlaakson puolestapuhuja, mutta yrittäjien sekä yrityselämän toimin taedellytysten edistäminen ja Suomnen taloustilanteen kohentaminen ovat etusijalla."
Perussuomalaiset,Ylimitoitetun yhteiskunnan sääntelyn ja byrokratian karsimista sekä yksilönvapauksien ja yksilön vastuun omista teoistaan korostamista. Rikoslainsäädännön muokkaamista vastaamaan yleistä oikeustajua erityisesti väkivaltarikosten osalta. Suomen etuun keskittymistä maahanmuutto- ja EU-politiikassa. Julkistalouden tasapainottamista ja velkaantumiskehityksen pysäyttämistä. Asuntopolitiikan ja kaavoituksen järkeistämistä.
Vasemmistoliitto,Eläkeläisille takaisin täydet indeksit.  Nuorisotyöttömyys kuriin.
Vasemmistoliitto,Talouspoliyiikan suunnanmuutos ja työttömyyden vähentäminen ovat tulevan kauden ehdottomat ykkösaiheet.
Kansallinen Kokoomus,"Uudet kasvualat ja työllisyyden mahdollisuudet, koulutuksen ja teknologiaosaamisen uudistaminen, palvelujen turvaaminen toimintatapojen uudistukselle, työelämän uudistaminen työntekoa ja työssäjaksamista edistäväksi sekä vakaamman ja turvallisemman Suomen rakentaminen."
Suomen Kristillisdemokraatit (KD),"Tuloerojen kaventaminen, vanhusten hoidon kehittäminen. Jokaiselle lapselle ja nuorelle mahdollisuus opiskella omien edelletystensä mukaisesti.Riittävä koulu- ja opiskelijahuollon tuki.  Ympäristön ja luonnon monimuotoisuuden säilyminen.Erityisesti pienyrittäjien mahdollisuuksia työllistää tulee helpottaa."
Suomen Sosialidemokraattinen Puolue,"Työtä, tasa-arvoa ja turvallisuutta. Teen kaikkeni, että ihmiset ovat yhdenvertaisia ja kaikkia kohdellaan oikeudenmukaisesti."
Suomen Sosialidemokraattinen Puolue,Työelämän reiluja pelisääntöjä ja työllisyysasteen parantamista. Kulttuuri- ja liikuntaharrastusten tukemista hyvinvoinnin ja elämänlaadun kohentamiseksi. Liikenneturvallisuuden kohentamista erityisesti infrastruktuuria parantamalla.
Kansallinen Kokoomus,Haluan edistää ihmisten valinnanvapautta ja omaa vastuuta. Haluan edistää työpaikkojen terveellisyyttä ja turvallisuutta sekä osatyökykyisten työllistämisen mahdollisuuksia. Haluan karsia byrokratiaa ja turhaa sääntelyä sekä helpottaa työn vastaanottamista ja sen teettämistä.
Vasemmistoliitto,"Suomen pitää keskittyä työttömyyslukuihin velan sijaan. Tarvitsemme julkisia investointeja lisäämään kysyntää, emme leikkaavaa talouspolitiikkaa, joka pahentaa kriisiä. Työpaikkoja syntyy ainoastaan luomalla kasvua. Samaan aikaan tarvitaan kansallisia toimenpiteitä veronkierron estämiseksi, oikeasti proggressiivisen verotuksen ja perustulon."
Vihreä liitto,"Ympäristö ja ihmisten hyvinvointi on siirrettävä fokukseen talouspuheesta, perustulomalli otetaan käyttöön, suot ja aarniometsät suojeltava ja ilmastonmuutos pysäytettävä."
Kansallinen Kokoomus,"Turvallisuus: Puolustusvoimat, poliisi, energiaturvallisuus. Yrittäjyys: Verotus, byrokratia, sääntely, jousto. Työpaikat: tuetaan yrittäjiä, bioenrgia ja korjausrakentamishankkeita, näin saamme uusia työpaikkoja maahamme ja nousemme taantumasta."
Vasemmistoliitto,"Edistän työllisyyttä kestävällä elvytyspolitiikalla investoimella esim. raide- ja tiehankkeisiin, laittamalla kuntoon homeiset päiväkodit ja koulut sekä lisäämällä työntekijöitä lastensuojeluun ja vanhushoivaan. Kaventaisin hyvinvointieroja parantamalla julkisten palvelujen kuten koulu-, terveys- ja sosiaalipalveluiden saatavuutta ja laatua sekä nostamalla perustoimeentuloa. Edistäisin myös ekologisesti kestäviä energiaratkaisuja sekä ihmisoikeuksia. Edistäisin reiluja työelämän pelisääntöjä ja pienyrittäjien aseman parantamista. Kitkisin harmaata taloutta ja pyrkisin tukkimaan verovuodot."
Vihreä liitto,"Pidän tärkeänä tehdä älykkäitä energiaratkaisuja, jotka kantavat pitkälle tulevaisuuteen."
Suomen Kristillisdemokraatit (KD),"Sisäiseen ja ulkoiseen turvallisuuteemme liittyvät asiat. Tuloerojen kasvu tulee saada pysähtymään. Perhe on yhteiskunnan perussolu, jonka hyvinvoinnista kannattaa pitää huolta. Nuorten syrjäytymistä tulee ehkäistä. Vanhuksille ja vammaisille riittävästi hoitajia ja hoitopaikkoja. Omaishoitajien työn arvostaminen myös riittävällä korvauksella. Pientä eläkettä saavien toimeentuloon saatava parannusta. Työllistämiseen ja työllistymiseen tulee saada joustavuutta. Maaseudun toimintaedellytykset ruuan ja raaka-aineiden tuottajana myös teollisuuden tarpeisiin tulee turvata."
Vihreä liitto,"Tärkeimmät vaaliteemani ovat itäsuomalaisen luonnon ja ympäristön suojelu, ihmisten hyvinvoinnin lisääminen sekä eriarvoisuuden torjuminen."
Suomen Sosialidemokraattinen Puolue,"Työllisyyttä, laadukkaampaa ja turvallisempaa työelämää sekä yhteiskunnan eri toimijoiden rakentavaa, luottamukseen perustuvaa yhteistyötä. Jokaisella työkykyisellä ja -haluisella on oikeus työhön ja työuran jälkeen turvalliseen ja arvokkaaseen vanhuuteen."
Suomen Kristillisdemokraatit (KD),"Kansalaisturvallisuus ja pkt-sektori varmaankin ovat edelleen etusijalla. Perheiden, elämästä syrjäytyneiden ja pienyrittäjien tilanne ovat olleet lähellä sydäntäni. Yleensä olen ajanut niiden asiaa ja etuja, joilla ei itsellä ole siihen ollut mahdollisuutta. Velkaantumisen suunta on saatava kääntymään."
Suomen Keskusta,Haluan edistää pienten- ja keskisuurten yritysten parempia edellytyksiä toimia mm. verotusta muuttamalla. Haluan edistää koulutuksen pitkäjänteistä kehittämistä mm. teknologista opetuspedakogiikkaa tukien. Haluan purkaa byrokratiaa mm. julkisesta taloudesta.
Suomen Sosialidemokraattinen Puolue,"Minulle tärkeitä asioita ovat nuorten tulevaisuus, työntekijöiden asema, yrittäjyys, terveys- ja hoivapalvelut sekä eläinten oikeudet. Nämä ovat niitä asioita, joita erityisesti haluan edistaa ja ajaa tulevalla vaalikaudella."
Suomen Keskusta,"Edistän talouskasvua, työllisyyttä, koulutusta ja sivistystä."
Suomen Sosialidemokraattinen Puolue,"Toimivaa ja ihmisystävällistä oikeus- ja sosiaaliturvaa, Suomen kansainvälistä kilpailukykyä."
Suomen Keskusta,"Haluan kehittää suomalaisen yhteiskunnan johtamiskulttuuria, nimenomaan kunnan vahvaa roolia.   Haluan kehittää kokonaisturvallisuutta ja sen selkeää johtamista ja selkeitä vastuita.  Haluan kolmannelle sektorille selkeät tehtävät ja tavoitteet.  Haluan kehittää sosiaali- ja terveysalan ennakoivaa toimintaa taloudellisuuden lisäävänä."
Vihreä liitto,"Lasten ja nuorten hyvinvointiin liittyvät asiat, erityisesti laadukas päivähoito ja varhaiskasvatus, perusopetus ja 2. asteen koulutus sekä ikäihmisten hoitoketjujen kehittäminen tarvetta vastaavaksi. Lisäksi haluan edistää toimia, joilla vähennetään nuorisotyöttömyyttä ja kehitetään sosiaaliturvaa."
Vasemmistoliitto,Yhteiskunnallista oikeudenmukaisuutta ja tasa-arvoa
Perussuomalaiset,"YHTEENVETO: Pelastetaan ihmiset. Ei pankkeja tarvitse pelastaa. Pankit pärjäävät, jos niiden asiakkaat pärjäävät. Köyhimpien ihmisten taskuihin pitää saada rahaa. PERUSTELUT: Suomessa elää miljoona ihmistä alle tonnilla.  Puoli miljoonaa ihmistä on ulosotossa.  370.000 ihmisellä on maksuhäiriömerkintä.  Yksityisten ihmisten ylivelkaantuminen ja kulutuksen lasku on laman syntymisen ja pitkittymisen keskeinen syy.    Täysin toimivia keinoja näiden ihmisten auttamiseen on olemassa, mutta euroeliitti ei halua niistä puhuttavan.    Ajan politiikkaa ja lainsäädäntöä, jolla mm. 1) Euroopan keskuspankin elvytyksen pankkeja vahvistava vaikutus ohjataan yksityissektorin velkaongelmien ja kulutusmahdollisuuksien parantamiseen, ja 2) yksityisten ihmisten ylivoimaista velkataakkaa helpotetaan suorin velkahelpotuksin ja mahdollistetaan mm. henkilökohtainen, jäännösveloista vapauttava konkurssi."
Suomen Sosialidemokraattinen Puolue,"Palkansaajien, yrittämisen sekä perheiden hyvinvointia."
Vihreä liitto,"Haluan tehdä eduskunnassa kestäviä ratkaisuja: Edistää ympäristön- ja ilmastonsuojelua, ongelmien ennaltaehkäisyä, nuorten ja opiskelijoiden hyvinvointia, yhdenvertaisuutta, heikommassa asemassa olevien hyvinvointia, demokratiaa ja avoimuutta. Meidän täytyy päättää uusiutuviin energiamuotoihin ja ilmastopäästöttömään yhteiskuntaan siirtymisestä viimeistään vuonna 2050, tehdä Itämerestä terve, lopettaa koulutuksesta säästäminen, siirtyä perustuloon ja rakentaa suoria vaikutusmahdollisuuksia päätöksentekoon."
Perussuomalaiset,"1) Suomalaisten edun ajaminen 2) maahanmuutto-, kotouttamis- ja kansalaisuuspolitiikan tiukentaminen 3) EU:n liittovaltiokehityksen vastustaminen 4) Julkisen talouden tasapainottaminen 5) Yrittäjyyden edistäminen 6) Pakkoruotsin poistaminen"
Vasemmistoliitto,"Hyvinvointivaltion säilyttäminen. Työelämänkysymykset. Sosiaaliturvan parantaminen. Lapsiperheiden,opiskelijoiden,työttömien,eläkeläisten ja omaishoitajien aseman parantaminen. PK-yritysten tukeminen."
Vasemmistoliitto,"Haluan työntekijöille oikeudet, jotka on viety pois 0-sopimuksilla ja lain kiertämisellä. Puolustan opiskelijoiden oikeutta tienata velkaantumisen sijaan. Lisäisin kaikenikäisten ihmisten mahdollisuutta liikkua koulussa, työssä ja vanhaikodissa."
Kansallinen Kokoomus,"Kannatan vahvasti pohjoismaista hyvinvointiajattelua, jossa jokaisen tulee osallistua mahdollisuuksiensa mukaisesti, mutta vapaamatkustajia ei sallita. Heikompiosaisista pidetään huolta.  Työteon on oltava kannattavampaa kuin tukien varassa eläminen."
Perussuomalaiset,"ensi kaudella ei ole varaa virheisiin ja hetkellisiin pikavoittoihin, päätöksenteon tulee olla pitkäjänteistä ja kauaskatseista. Kaikkien päätöksien vaikutukset tuleviin sukupolviin, eli lapsiimme tulee arvioida ja pitää mielessä."
Suomen Keskusta,Suomen talous on saatava nousuun! Yrittäjyyden edellytyksiä parantamalla luomme työpaikkoja. Koulutus on kilpailuvalttimme. Eriarvoistuminen on pysäytettävä. Elinvoimainen maaseutu ja toimivat kuntakeskukset. Keskittämiselle on oltava vaihtoehto.
Suomen Sosialidemokraattinen Puolue,Keskeisiä vaaliteemojani ovat työhön ja turvallisuuspolitiikkaan liittyvät kysymykset. Seuraavan neljän vuoden aikana Suomen suurimmat haasteet liittyvät työllisyystilanteemme kohentamiseen. Jatkuvan pätkätyöläisyyden mukanaan tuoma epävarmuus on itselleni tuttua ja siksi nostan kampanjassani esille työllisyyttä edistäviä ja työelämän laadun kohentamiseen liittyviä teemoja.
Kansallinen Kokoomus,"Sote-palvelujen päällekkäisyyksien poistaminen ja järkiperäistäminen. Kokonaistaloudellisuus. Julkisen, yksityisen ja kolmannen sektorin toimiva yhteispeli. Puolustusmäärärahojen takaaminen. Pk-yritysten toiminnan kannustaminen ja niiden työllistämismahdollisuuksien ylläpitäminen. Palvelusetelit. Terveellinen lähiruoka. Kulttuuri. Taide itsessään on arvo."
Suomen Keskusta,"Yrittäjyyteen, koulutukseen ja alueiden tasa-arvoiseen kehittämiseen on panostettava koko maassa, jotta kaikki suomalaiset ovat kotimaamme uudessa nousussa mukana. Vain näin on mahdollista saada Suomi kuntoon."
Kansallinen Kokoomus,"Suomesta on nyt vihdoinkin tehtävä sellainen kannustava yrittäjyysyhteiskunta, jossa hyväksytään onnistuminen ja epäonnistuminen. Suomen on taas panostettava koulutukseen ja osaamiseen. Millään muulla tavoin emme palaudu taas hyvinvointivaltioiden joukkoon."
Vihreä liitto,"Konkreettiset tavoitteeni eduskunnassa:    LUONTO, YMPÃ„RISTÃ– JA ELÃ„IMET:  - Uusiutuvien energiamuotojen käyttöönotto ja aurinkoenergiaratkaisujen tukeminen. Ei uutta ydinvoimalaa.  - Itämeren tilan parantaminen.  - Arktisen luonnon suojeleminen.  - Kaivoksiin ja kivilouhimoihin liittyvän lainsäädännön, luvituksen, valvonnan ja muiden käytäntöjen parantaminen siten, että asukkaiden oikeudet turvataan eikä ympäristöä tai maisemaa pilata.   - Melurajojen päivittäminen sellaisiksi, että ihmisillä on mahdollisuus hiljaisuuteen ja lepoon omassa kodissaan kaikkina vuorokaudenaikoina.  - Kaupunkiympäristöjen suunnittelu siten, että asukkailla on mahdollisuus päivittäisiin luontoelämyksiin, ja vähintään muutaman minuutin kävelymatkan päästä löytyvät esteettömät lenkki-/hiihtoreitit.  - Ympäristölle haitallisten tukien poistaminen ja ohjaaminen sen sijaan puhtaisiin kotimaisiin ratkaisuihin ja rohkeisiin innovaatioihin.  - Luomutuotannon tukeminen.  - Kulutuksen kannustaminen ympäristön ja terveyden kannalta suotuisampaan suuntaan.  - Liian voimakkaan ilmastoinnin rajoittaminen.  - Eläinsuojelulain uudistaminen siten, että se sisältää paremmat mahdollisuudet puuttua eläinsuojelurikoksiin ja tuotanto- ja turkiseläinten kohteluun.  - Koira- ja muiden eläinharrastuslajien erityispiirteiden huomioiminen lainsäädännössä.  - Eläinten ja niiden omistajien oikeuksien yhteensovittaminen muun yhteiskunnan kanssa.  - Yhteys päivystävään eläinlääkäriin mahdolliseksi ilman että siitä peritään kohtuuttomia puhelinpalvelumaksuja.    IHMINEN:  - Oikeuskäytännöt ja viranomaistoiminta yleisen oikeustajun mukaisiksi, jotta kansalaisten luottamus oikeusjärjestelmään paranee.  - Iän merkityksen vähentäminen työelämässä siten, että vain työntekijän fyysiset ja henkiset ominaisuudet ratkaisevat. Eläkejärjestelmien uudistaminen siten, että ikä ei ole työllistymisen este.  - Sosiaalitukien kannustinloukkujen purkaminen. Työnteko aina kannattavaksi.  - Opiskelijoille oikeus säilyttää opiskelija-asunto ja opintotuki, jos opintopistevaatimukset eivät sairauden takia täyty.   - Nettikiusaamisen kitkeminen. Moderaattoreille lisää vastuuta sivujen ja keskustelualueiden sisällöstä.  - Vanhusten ja vammaisten elämänlaadun parantaminen, ja asumismuotojen kehittäminen siten, että he ovat näkyvä osa yhteiskuntaa.  - Saman kunnallisveroprosentin käyttöönotto kaikissa kunnissa, jolloin ihmiset voivat vapaammin valita asuinkuntansa.   - Puhelinlankaverkon alasajon lopettaminen. Tämä on kriisitilanteissa myös turvallisuuskysymys.  - Puhelinmyynnin kieltäminen ilman liittymänhaltijan erikseen antamaa lupaa.     KOULUTUS, TALOUS JA YRITTÃ„MINEN:  - Koulumaailma sekä oppimiseen että opettamiseen motivoivaksi.  - Taidealojen koulutusmahdollisuuksien säilyttäminen ja alan suuren yrittäjäpotentiaalin hyödyntäminen pienyrittäjien toimintaedellytyksiä parantamalla.  - Laadukkaan elämän ja yrittämisen mahdollisuus koko Suomeen.   - Ympäristövastuullisen yrittämisen tukeminen pienten ja keskisuurten kaupunkien liepeillä ja maaseudulla.   - Yrittäjien sosiaaliturvan parantaminen.  - Osaamista ja käden taitoja myyvien yrittäjien alv:n ja eläkemaksujen kohtuullistaminen (esim. opettajat, kampaajat, muusikot).  - Palkan sivukulujen kohtuullistaminen työllistämisen helpottamiseksi.  - Kaiken suomalaisen osaamisen hyödyntäminen.  - Suomen ja suomalaisten yrittäjien vahvuuksien tukeminen kaikissa talouspoliittisissa päätöksissä. Vahvuuksiamme: puhdas luonto, vahva osaaminen, korkealaatuiset tuotteet.  - Rohkeiden innovaatioiden tukeminen ja niiden viennin edistäminen mukaan lukien aurinkoenergiaratkaisut. Cleantech-alan kasvun varmistaminen.   - Terveyden edistäminen mahdollistamalla ihmisen perusedellytysten toteutuminen: turvallisuus, riittävä lepo ja liikunta, laadukas ruoka, perhe ja sosiaalinen elämä, itsensä kehittäminen opiskelun ja tunne-elämysten kautta (mm. taiteet ja kulttuuri), mielekäs työ ja riittävä korvaus.  - Sote-uudistuksen tekeminen siten, että järjestelmä on selkeä eikä tuo kunnille lisäkustannuksia.   - Kaavailtujen TTIP- ja CETA-vapaakauppasopimusten kriittinen tarkastelu ja tarvittaessa hylkääminen. Investointisuojaa ei tule hyväksyä.  - Valtioiden välisen vastavuoroisuusperiaatteen toteuttaminen maa- ja kiinteistökaupoissa.    Lue lisää tavoitteitani www-sivultani  www.birgittajohansson.fi"
